author,category,content,country,description,publishedAt,source,title,url,urlToImage
SPORT1,sports,"SPORT1-Experte Stefan Effenberg sieht keine Schuld bei Zwayer. Schiedsrichter Felix Zwayer lag letztlich in den kritischen Szenen richtig. Selbst der Vorwurf, dass er sich ein Foul von Bayerns Lucas … [+1931 chars]",deu,Der BVB sucht die Schuld für die Pleite gegen den FCB beim Schiedsrichter. Für Stefan Effenberg sind die Spieler selbst schuld. Besonders Mats Hummels kritisiert er.,2021-12-07T10:10:39Z,SPORT1,BVB defeat against FC Bayern: Stefan Effenberg criticises Mats Hummels - SPORT1,https://www.sport1.de/news/fussball/bundesliga/2021/12/bvb-pleite-gegen-fc-bayern-stefan-effenberg-kritisiert-mats-hummels,https://reshape.sport1.de/c/t/685cbfb5-b2ec-4419-aa3a-dd09dc874ae6/1200x630
H.G.,sports,"Publié le 7 décembre 2021 à 16h45 par H.G. Alors que la piste Zinedine Zidane est étudiée par le PSG, le club de la capitale serait maintenant entré en négociations avec le Français dans le but de le… [+1036 chars]",fra,"Alors que la piste Zinedine Zidane est étudiée par le PSG, le club de la capitale serait maintenant entré en négociations avec le Français dans le but de le nommer sur son banc en janvier.",2021-12-07T15:45:00Z,Le 10 Sport,Mercato - PSG: The Spanish press drops a bomb on Zidane's arrival! - Le 10 Sport,https://le10sport.com/football/mercato/mercato-psg-la-presse-espagnole-lache-une-bombe-dans-le-feuilleton-zidane-578809,https://le10static.com/img/master/0000/0017/176009.jpeg
Jean-Baptiste Soucasse,sports,"Zapping Quinze Mondial RUGBY CHAMPIONSHIP : Le XV de rêve de la rédaction 
Pour France Bleu, le manager de l’Union Bordeaux-Bègles Christophe Urios a annoncé le forfait de son ouvreur Matthieu Jalib… [+778 chars]",fra,"Le demi d’ouverture international de l’UBB, Matthieu Jalibert, manquera la réception de Leicester ce samedi en Coupe d’Europe.",2021-12-07T15:39:00Z,Quinzemondial.com,Bordeaux-Bègles : Terrible blow for the UBB before the Champions Cup! - World Fifteen,https://www.quinzemondial.com/champions-cup/bordeaux-begles--terrible-coup-dur-pour-l-ubb-avant-la-champions-cup--726624,https://media.quinzemondial.com/photo_article/726624/285278/1200-L-bordeaux-bgles-terrible-coup-dur-pour-lubb-avant-la-champions-cup.jpg
,sports,"Deuxième du groupe E, le FC Barcelone jouera son avenir en Ligue des Champions mercredi sur la pelouse d'un Bayern Munich déjà qualifié pour les huitièmes de finale. Mais le Barça ne devra pas compte… [+552 chars]",fra,"Deuxième du groupe E, le FC Barcelone jouera son avenir en Ligue des Champions mercredi sur la pelouse d'un Bayern Munic...",2021-12-07T15:16:00Z,Maxifoot.fr,Bayern: Nagelsmann warns Barça - Barça,https://news.maxifoot.fr/bayern/nagelsmann-previent-le-barca-foot-359322.htm,https://news.maxifoot.fr/amp/359322.jpg
G.d.S.S.,sports,"Publié le 7 décembre 2021 à 16h10 par G.d.S.S. Alors que lASSE a finalement décidé de se séparer de Claude Puel dimanche, Roland Romeyer souhaite pouvoir faire venir son successeur le plus rapidement… [+988 chars]",fra,"Alors que l’ASSE a finalement décidé de se séparer de Claude Puel dimanche, Roland Romeyer souhaite pouvoir faire venir son successeur le plus rapidement possible et le fait savoir.",2021-12-07T15:10:00Z,Le 10 Sport,Mercato - ASSE: Romeyer displays a wish for Puel's successor! - Le 10 Sport,https://le10sport.com/football/mercato/mercato-asse-romeyer-affiche-un-souhait-pour-le-prochain-entraineur-578801,https://le10static.com/img/master/0000/0019/198840.jpeg
,sports,"Le demi de mêlée du XV de France fait partie des quatre postulants au prix remis par World Rugby, la Fédération internationale, vendredi.Antoine Dupont doit-il être sacré meilleur joueur du monde de … [+1858 chars]",fra,"Le demi de mêlée du XV de France fait partie des quatre postulants au prix remis par World Rugby, la Fédération internationale, vendredi.",2021-12-07T15:01:44Z,Francetvinfo.fr,"Rugby: Antoine Dupont crowned best player in the world? ""I'm not sure if I'll be able to make it to the World Cup - Franceinfo",https://www.francetvinfo.fr/sports/rugby/fabien-galthie/rugby-antoine-dupont-sacre-meilleur-joueur-du-monde-ce-serait-logique-pour-romain-ntamack_4872517.html,https://www.francetvinfo.fr/pictures/ROwhcaVFyRhMQFVv8BWqgOZVils/1500x843/2021/12/07/phpeU5CCJ.jpg
Raphaël Nouet,sports,"Zapping But! Football Club Bordeaux, PSG, OM, OL, ASSE : le top 10 des meilleurs buteurs de Ligue 1 en activité
Pas du genre à faire des vagues, Robert Lewandowski a surpris en s'en prenant à Lionel… [+1418 chars]",fra,"L'attaquant du Bayern Munich Robert Lewandowski est revenu sur ses propos polémiques concernant sa 2e place au Ballon d'Or. Non, il n'en veut pas à Lionel Messi pour avoir dit qu'il le méritait.",2021-12-07T15:00:00Z,Butfootballclub.fr,PSG : Lewandowski apologises and closes Messi controversy - But! Football Club,https://www.butfootballclub.fr/psg/actualite/psg-lewandowski-s-excuse-et-clot-la-polemique-avec-messi-726588,https://static.butfootballclub.fr/photo_article/726588/285265/1200-L-psg-lewandowski-s-excuse-et-clt-la-polmique-avec-messi.jpg
Christophe Gaudot,sports,"Novak Djokovic
Crédit: Getty Images
L'Open d'Australie débute dans pratiquement un mois jour pour jour et on ne sait toujours pas qui aura le droit d'y participer. Alors qu'il y a peu les organisat… [+1774 chars]",fra,Open d'Australile - Des joueurs non-vaccinés pourraient participer avec un certificat d'exemption médicale. Une chance pour Novak Djokovic.,2021-12-07T14:58:00Z,Eurosport.fr,Australian Open - Non-vaccinated players could participate with a medical exemption certificate - Eurosport.co.uk,https://www.eurosport.fr/tennis/open-d-australie/2022/open-d-australile-des-joueurs-non-vaccines-pourraient-participer-avec-un-certificat-d-exemption-medi_sto8662741/story.shtml,https://i.eurosport.com/2021/11/19/3256698-66651228-2560-1440.jpg
Le Phocéen,sports,"C'est désormais acté, le 32e de finale de la coupe de France entre Cannet-Rocheville et l'OM se jouera à l'Orange Vélodrome. D'abord réticents au vu du coût d'organisation, les dirigeants olympiens o… [+1314 chars]",fra,"L'OM a accepté de jouer le 32e de finale de la coupe de France contre Cannet-Rocheville à l'Orange Vélodrome, provoquant la joie du côté des joueurs et dirigeants du club amateur.",2021-12-07T14:41:20Z,Le Phoceen,Cannet-Rocheville-OM at the Orange Vélodrome : the huge joy of the fans ! - The Phoceen,https://www.lephoceen.fr/infos-om/saison/cannet-rocheville-om-a-l-orange-velodrome-l-enorme-joie-des-amateurs-193768,https://static.lephoceen.net/images/une/211207_cannet_om.jpg
Rédaction JF,sports,"Alors que la commission de discipline de la LFP doit communiquer ce mercredi au sujet des décisions prises concernant la rencontre OL - OM du 21 novembre 2021, qui a été stoppée en raison de l'agress… [+605 chars]",fra,"Alors que la commission de discipline de la LFP doit communiquer ce mercredi au sujet des décisions prises concernant la rencontre OL - OM du 21 novembre 2021, qui a été stoppée en raison de l'agression dont a fait l'objet le capitaine de l'Olympique de Marse…",2021-12-07T14:40:00Z,Jeunesfooteux.com,OL - OM: Aulas makes a totally lunar and borderline scandalous proposal! - YoungFootballers,https://www.jeunesfooteux.com/OL-OM-Aulas-fait-une-proposition-totalement-lunaire-et-limite-scandaleuse-_a50543.html,https://www.jeunesfooteux.com/photo/art/grande/60839508-44475162.jpg?v=1638867782
Bastien Aubert,sports,"Zapping But! Football Club AS Saint-Etienne : La question de la semaine 
Une mue salutaire a-t-elle débuté à l’ASSE ? S’il est encore bien trop tôt pour le dire, force est de constater que les dirig… [+1372 chars]",fra,"Claude Puel mis à pied à titre conservatoire après la débâcle dominicale contre le Stade Rennais à Geoffroy-Guichard (0-5), l’ASSE a poursuivi sa réorganisation interne. Loïc Perrin a pris du galon.",2021-12-07T14:00:00Z,Butfootballclub.fr,The first mission of Loïc Perrin - But! Football Club: The first mission of Loïc Perrin - But! Football Club: The first mission of Loïc Perrin,https://www.butfootballclub.fr/asse/mercato/asse-mercato-une-premiere-mission-perilleuse-confiee-a-loic-perrin-726427,https://static.butfootballclub.fr/photo_article/726427/285216/1200-L-asse-mercato-une-premire-mission-prilleuse-confie-loc-perrin.jpg
Rédaction,sports,"Si le PSG est déjà assuré de participer aux huitièmes de finale de la Ligue des champions, il ne devra pas prendre à la légère le Club Bruges s'il veut s'imposer au Parc des Princes, devant son publi… [+320 chars]",fra,"Découvrez 5 statistiques avant la rencontre entre le PSG et les Belges du Club Bruges, mardi (18 h 45), à l'occasion de la sixième et dernière journée de la phase de groupes de Ligue des champions.",2021-12-07T13:50:08Z,L'equipe,The figures you need to know before the PSG-Club Brugge match in the Champions League - L'Équipe.fr,https://www.lequipe.fr/Football/Actualites/Les-chiffres-a-connaitre-avant-la-rencontre-psg-club-bruges-en-ligue-des-champions/1303621,https://medias.lequipe.fr/img-video-cover/1500000001578558/640/0
"Sebastien Denis, Max Franco Sanchez",sports,"Ceux qui suivent les équipes de jeunes du FC Barcelone et les catégories inférieures de la sélection espagnole se souviennent de lui comme d'un redoutable milieu de terrain offensif, doté d'une énorm… [+2033 chars]",fra,"Sensation du championnat belge, Sergio Gomez a tapé dans l'œil de l'OM. Mais le joueur formé à La Masia est aussi suivi par de nombreux autres clubs européens.",2021-12-07T13:20:11Z,Foot Mercato,OM's Sergio Gomez to join the club - Foot Mercato,https://www.footmercato.net/a7966357155604164222-mercato-lom-sait-a-quoi-sen-tenir-pour-sergio-gomez,https://assets-fr.imgfoot.com/media/cache/1200x675/sergio-gomez1.jpg
Bastien Aubert,sports,"Zapping But! Football Club PSG : top 10 des meilleurs buteurs de l'histoire
Le match entre le PSG et Bruges est classé rouge (18h45). Selon L’Équipe, les pouvoirs publics français craignent la venue… [+2605 chars]",fra,"Le PSG accueille Bruges en Ligue des champions au Parc des Princes (18h45) et craint des débordements en marge de la rencontre. En attendant, le saignant Pierre Ménès a sorti la boîte à gifles.",2021-12-07T13:20:00Z,Butfootballclub.fr,"PSG: Pierre Menès takes Messi to task for Pochettino, incidents feared against Bruges? - But! Football Club",https://www.butfootballclub.fr/psg/actualite/psg-pierre-menes-prend-messi-pour-taper-sur-pochettino-des-incidents-redoutes-contre-bruges-726442,https://static.butfootballclub.fr/photo_article/726442/285221/1200-L-psg-pierre-mns-prend-messi-pour-taper-sur-pochettino-des-incidents-redouts-contre-bruges.jpg
"Jean-Michel Décugis, Halim  Bouakkaz",sports,"Profitez des avantages de loffre numérique
<ul><li>Lintégralité des articles et vidéos</li><li>Linfo locale qui vous concerne</li><li>Votre journal numérique dès 6h00</li><li>Une navigation sans pub… [+81 chars]",fra,"INFO LE PARISIEN. Des entraîneurs, des vétérinaires, des préparateurs et des jokeys sont visés par une enquête menée depuis dix mois par la police judiciaire et qui vise notamment la famille Rossi, très connue dans le milieu des courses.",2021-12-07T13:05:00Z,Le Parisien,Horse racing doping suspicions: more than a dozen horses seized - Le Parisien,https://www.leparisien.fr/faits-divers/soupcons-de-dopage-dans-les-courses-hippiques-coup-de-filet-dans-le-milieu-du-galop-07-12-2021-4JHDOUYEZNHLHCW34UNHA7MH3E.php,https://www.leparisien.fr/resizer/_nVUawJVxfhjUFTAYcKSwAMAwvI=/1200x675/cloudfront-eu-central-1.images.arcpublishing.com/leparisien/YFTCPNQZMNEDXE5N24C6CEHOK4.jpg
,sports,"Champion dEspagne en titre, lAtlético de Madrid va jouer sa qualification pour les huitièmes de finale de la Ligue des champions sur la pelouse du FC Porto tout en gardant un il du côté de Milan. Une… [+4019 chars]",fra,"Diego Simeone a l'embarras du choix, et c'est un problème.",2021-12-07T13:00:00Z,SO FOOT,Atletico Madrid and the choice of embarrassment - SO FOOT,https://www.sofoot.com/l-atletico-de-madrid-et-le-choix-de-l-embarras-507947.html,https://www.sofoot.com/IMG/img-l-atletico-de-madrid-et-le-choix-de-l-embarras-1638813294_x600_articles-alt-507947.jpg
Le Monde avec AFP,sports,"Guy Forget à Paris, en mars 2019. PHILIPPE LOPEZ / AFP
Guy Forget, en fin de contrat, « quitte ses fonctions de directeur » des tournois de Roland-Garros et du Masters 1 000 de Paris, a annoncé, mar… [+1816 chars]",fra,"Les raisons du départ de l’ex-numéro un français de tennis ne sont pas précisées. Son nom avait été cité en octobre dans les « Pandora Papers », selon lesquels il aurait bénéficié de montages fiscaux opaques dans le paradis fiscal des îles Vierges britannique…",2021-12-07T12:47:04Z,Le Monde,Guy Forget to step down as tournament director for Roland Garros and Rolex Paris Masters - Le Monde,https://www.lemonde.fr/sport/article/2021/12/07/guy-forget-ne-sera-plus-directeur-des-tournois-de-roland-garros-et-de-rolex-paris-masters_6105033_3242.html,https://img.lemde.fr/2021/12/07/190/0/4200/2098/1440/720/60/0/19daef8_239358535-000-1ew6hi.jpg
Julien Pereira,sports,"Max Verstappen (Red Bull) et Lewis Hamilton (Mercedes) au Grand Prix d'Italie 2021
Crédit: Getty Images",fra,"GRAND PRIX D'ABOU DABI - Entre Verstappen et Hamilton, la rivalité a parfois ressemblé à un combat de boxe. Revivez leurs dépassements.",2021-12-07T12:43:00Z,Eurosport.fr,Formula 1 - Max Verstappen and Lewis Hamilton have a breathtaking battle: Relive their overtaking - Eurosport.co.uk,https://www.eurosport.fr/formule-1/grand-prix-d-abou-dabi/2021/formule-1-entre-max-verstappen-et-lewis-hamilton-un-combat-a-couper-le-souffle-revivez-leurs-depasse_sto8662559/story.shtml,https://i.eurosport.com/2021/09/12/3217587-65907008-2560-1440.jpg
Rédaction,sports,"Vu d'Écosse, ce n'est sans doute pas une impression de fluidité qui prédomine à l'instant d'observer le fonctionnement des institutions françaises. L'arrêté ministériel interdisant aux supporters éco… [+142 chars]",fra,"L'arrêté ministériel qui empêchait tardivement la venue des supporters écossais en France pour la rencontre de Ligue Europa entre les Glasgow Rangers et Lyon, jeudi à 18 h 45, a été abrogé.",2021-12-07T12:22:25Z,L'equipe,Glasgow Rangers fans finally allowed to travel to Lyon - L'Équipe.fr,https://www.lequipe.fr/Football/Actualites/Ligue-europa-les-supporters-des-glasgow-rangers-finalement-autorises-a-se-rendre-a-lyon/1303615,"https://medias.lequipe.fr/img-photo-jpg/coup-de-theatre-les-fans-des-rangers-pourront-finalement-venir-a-lyon-lee-smith-action-images-via/1500000001578500/0:0,1919:1279-640-427-75/88898.jpg"
Vincent Daheron,sports,"Les Dragons de Rouen, lors dun match de Ligue des champions contre Rungsted, le 12 octobre, à Copenhague. THOMAS SJOERUP / AFP
Ces dernières semaines, le Red Bull Salzbourg sourit aux équipes frança… [+2658 chars]",fra,"Les champions de France en titre affrontent, mardi, le club finlandais de Tappara pour le premier quart de finale de C1 d’un club français.",2021-12-07T12:00:02Z,Le Monde,Ice hockey : the Rouen Dragons to attack a historic quarter-final in the Champions League - Le Monde,https://www.lemonde.fr/sport/article/2021/12/07/hockey-sur-glace-les-dragons-de-rouen-a-l-assaut-d-un-quart-de-finale-historique-en-ligue-des-champions_6105028_3242.html,https://img.lemde.fr/2021/12/06/464/0/5568/2784/1440/720/60/0/a82a193_880649452-000-9pk96g.jpg
,sports,Stéphanie Frappart a été désignée meilleure arbitre féminine de la planète lundi par la Federation internationale du football et de la statistique. Un trophée que la Française de 37 ans avait déjà re… [+1239 chars],fra,Stéphanie Frappart a été désignée meilleure arbitre féminine de la planète lundi par la Federation internationale du football et de la statistique. Un trophée que la Française de 37 ans avait déjà reçu l’an passé.,2021-12-07T11:53:15Z,BFMTV,Stéphanie Frappart voted best referee in the world again - BFMTV.COM,https://rmcsport.bfmtv.com/football/stephanie-frappart-encore-elue-meilleure-arbitre-du-monde_AV-202112070253.html,https://images.bfmtv.com/EPkIYU7miyZFhAWlrbs9_1NRhEA=/0x40:768x472/images/L-arbitre-francaise-Stephanie-Frappart-lors-du-match-de-Ligue-des-champions-Juventus-Turin-Dynamo-Kiev-le-2-decembre-2020-1043935.jpg
Mike Florio,sports,"Hall of Fame quarterback Peyton Manning has spoken to every quarterback before every game he has worked for ESPN, in the first year of the Manningcast on ESPN2. Every quarterback but one.
Peyton exp… [+1968 chars]",usa,"Hall of Fame quarterback Peyton Manning has spoken to every quarterback before every game he has worked for ESPN, in the first year of the Manningcast on ESPN2. Every quarterback but one. Peyton explained during the first quarter of last night’s Patriots-Bill…",2021-12-07T15:37:00Z,NBCSports.com,Patriots’ management of Mac Jones includes not making him available for pre-Manningcast phone call - NBC Sports,https://profootballtalk.nbcsports.com/2021/12/07/patriots-management-of-mac-jones-includes-not-making-him-available-for-pre-manningcast-phone-call/,https://profootballtalk.nbcsports.com/wp-content/uploads/sites/25/2021/12/GettyImages-1357599033-1-e1638891266323.jpg
Ed Valentine,sports,"I have consistently said that I believe Joe Judge is likely to survive this season and be the head coach of the New York Giants in 2022, regardless of who the general manager is. Giants ownership des… [+6215 chars]",usa,Is Judge coaching for his job over the season’s final five weeks?,2021-12-07T15:19:34Z,Big Blue View,"‘Things I think:’ Joe Judge’s future, Justin Herbert, more - Big Blue View",https://www.bigblueview.com/2021/12/7/22822037/ny-giants-things-i-think-joe-judge-future-justin-herbert-dave-gettleman-more,https://cdn.vox-cdn.com/thumbor/dsNzdkeMVhhi3SXgxt7lSKGfYIQ=/0x388:5131x3074/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23070019/1357337017.jpg
,sports,"Skip to Main Content
Morning Sports Update
Sean McDermott after the Bills' loss to the Patriots. AP Photo/Adrian Kraus
The Patriots wore down the Bills in a snowy, windy 14-10 win on Monday night.… [+4245 chars]",usa,"""With all due respect, it's not a Bill Belichick-type thing,"" Bills coach Sean McDermott, players frustrated after loss vs. Patriots.",2021-12-07T15:14:00Z,Boston.com,"‘With all due respect, it’s not a Bill Belichick-type thing’: Bills’ coach, players frustrated after loss vs. Patriots - Boston.com",https://www.boston.com/sports/morning-sports-update/2021/12/07/sean-mcdermott-bill-belichick-bills-players-patriots-loss/,https://www.boston.com/wp-content/uploads/2021/12/McDermott-12.7-61af70b8e65bf-scaled.jpg
,sports,"The Patriots won their seventh straight game, their sixth without a loss this season on the road, and put a grip on the top seed in the conference with a 14-10 victory over the Bills the defending AF… [+5828 chars]",usa,"The Patriots have collected many wins over the last 20-plus years that confirmed their smarts, toughness, and determination. But they’ve never had one that looked quite like this.",2021-12-07T14:57:57Z,The Boston Globe,The Patriots’ message was clear: We’re the favorites in the AFC - The Boston Globe,https://www.bostonglobe.com/2021/12/07/sports/patriots-message-was-clear-were-favorites-afc/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/y2oxqYHoT0OyMDh3qLsod0v-a0w=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/AQE5H5MR3ROK7AE7CZHDNGWC4Y.jpg
John Keim,sports,"ASHBURN, Va. -- Washington Football Team quarterback Ryan Fitzpatrick will undergo arthroscopic surgery on his right hip, ending any hope he or the franchise had for his return this season.
Fitzpatr… [+1115 chars]",usa,"WFT QB Ryan Fitzpatrick, who has been on IR with a right hip subluxation since Week 1, will undergo season-ending arthroscopic surgery.",2021-12-07T14:49:12Z,ESPN,Washington Football Team quarterback Ryan Fitzpatrick to have season-ending arthroscopic hip surgery - ESPN,https://www.espn.com/nfl/story/_/id/32812281/washington-football-team-quarterback-ryan-fitzpatrick-season-ending-arthroscopic-hip-surgery,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2021%2F0819%2Fr897913_1296x729_16%2D9.jpg
David Selig,sports,"CORAL GABLES, Fla. Mario Cristobal tugged on the orange Hurricanes jersey that had just been presented to him by University of Miami President Julio Frenk and then tried to put into words how returni… [+2029 chars]",usa,Mario Cristobal tugged on the orange Hurricanes jersey that had just been presented to him by University of Miami President Julio Frenk and then tried to put into words how returning to his alma mater tugs at his heartstrings.,2021-12-07T14:35:48Z,WPLG Local 10,New Miami coach Mario Cristobal: 'Let's take this thing to a new level' - WPLG Local 10,https://www.local10.com/sports/2021/12/07/watch-live-mario-cristobal-introduced-as-miami-hurricanes-football-coach/,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/arc-cf/12-07-2021/t_9a8bf1e34e60455cae8c8fa870cc57b0_name_Miami_Diaz_Fired_Football?_a=ATABlcW0"
Victor Mather,sports,"On the other side of the line of scrimmage, Josh Allen and the Bills went with a more traditional play-calling scheme, although not a very effective one: He completed 15 of 30 passes for only 145 yar… [+2203 chars]",usa,New England (9-4) kept its offense on the ground in the wind at Buffalo and moved closer to reclaiming the division title the Bills won last season.,2021-12-07T14:33:34Z,New York Times,Patriots Complete Only Two Passes in Win Over Bills - The New York Times,https://www.nytimes.com/2021/12/07/sports/football/patriots-bills-belichick-mac-jones.html,https://static01.nyt.com/images/2021/12/07/multimedia/07patriots2/07patriots2-facebookJumbo-v2.jpg
Josh Alper,sports,"The NFL announced the 32 nominees for the Walter Payton Man of the Year award on Tuesday.
The prize honors players for their community service work off the field as well as their excellence on it. A… [+1820 chars]",usa,"The NFL announced the 32 nominees for the Walter Payton Man of the Year award on Tuesday. The prize honors players for their community service work off the field as well as their excellence on it. All nominees receive a $40,000 donation to the charity of thei…",2021-12-07T14:31:00Z,NBCSports.com,"Walter Payton Man of the Year nominees include Dak Prescott, Tyrann Mathieu, and Derrick Henry - NBC Sports",https://profootballtalk.nbcsports.com/2021/12/07/walter-payton-man-of-the-year-nominees-include-dak-prescott-tyrann-mathieu-and-derrick-henry/,https://profootballtalk.nbcsports.com/wp-content/uploads/sites/25/2021/12/GettyImages-1357540481-e1638887394313.jpg
Adam Spencer,sports,"Dabo Swinney has never been one to shy away from giving his opinion on the state of college football.
So, when he was asked recently about his thoughts on the coaching carousel and the massive contr… [+940 chars]",usa,Dabo Swinney shares his thoughts on the coaching carousel and more.,2021-12-07T14:29:33Z,Saturday Down South,"Dabo Swinney laments current state of college football, says sport is ‘not in a good place’ - Saturday Down South",https://www.saturdaydownsouth.com/clemson-tigers/dabo-swinney-laments-current-state-of-college-football-says-sport-is-not-in-a-good-place/,https://www.saturdaydownsouth.com/wp-content/uploads/2021/09/USATSI_16830695-1200x628.jpg
Jenna Lemoncelli,sports,"Bills safeties Jordan Poyer and Micah Hyde were less than thrilled about one reporter’s question after Monday’s 14-10 loss to the Patriots. 
New England pulled off a win in Buffalo’s blistery weathe… [+1515 chars]",usa,"After the game, WIVB reporter Jerry Sullivan asked Poyer and Hyde if losing in that way felt embarrassing, given the Patriots gameplan clearly was built around running the football.",2021-12-07T14:20:00Z,New York Post,"The 'embarrassing' question that had Micah Hyde, Jordan Poyer fuming after Bills loss - New York Post",https://nypost.com/2021/12/07/bills-jordan-poyer-and-micah-hyde-snap-at-reporter-after-loss/,https://nypost.com/wp-content/uploads/sites/2/2021/12/hyde3.jpg?quality=90&strip=all&w=1024
,sports,"Nick Bosa is the new NFC sack leader. 
Near the midpoint of the second quarter of the San Francisco 49ers game against the Seattle Seahawks on Sunday, Russell Wilson and company were looking to capi… [+14344 chars]",usa,"Curtis Samuel gets the ball with the game on the line, Joey Bosa is held out after a hit to the head, Nick Bosa records a 23-yard sack and a bullet can't stop Malik Harrison.",2021-12-07T14:20:00Z,Eleven Warriors,"Across The Shield: Nick Bosa Takes the NFC Sack Lead, Curtis Samuel Trusted with Game on the Line and Malik Ha - Eleven Warriors",https://www.elevenwarriors.com/ohio-state-football/2021/12/127706/across-the-shield-curtis-samuel-trusted-joey-bosa-bounced-nick-bosa-leads-the-nfc-and-malik-harrison-returns,https://www.elevenwarriors.com/sites/default/files/styles/904x490/public/c/2021/12/127706_h.jpeg?itok=3pkI5tB9
Frank Schwab,sports,"At the end of October, the Miami Dolphins were 1-7. Theyd lost to the Jacksonville Jaguars and Atlanta Falcons. They were unquestionably bad.
In early December, the Dolphins have a path to the playo… [+13681 chars]",usa,You probably stopped paying attention to the Dolphins when they were 1-7.,2021-12-07T14:18:29Z,Yahoo Entertainment,"NFL Power Rankings: Dolphins were 1-7, but somehow have a path to the playoffs - Yahoo Sports",https://sports.yahoo.com/nfl-power-rankings-dolphins-were-1-7-but-somehow-have-a-path-to-the-playoffs-141829132.html,https://s.yimg.com/ny/api/res/1.2/kOtiXxXNhRo1.czz8SUSIA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2021-11/a76e49a0-56f2-11ec-bfed-517e84ee66cd
Mark Inabinett | minabinett@al.com,sports,"With Alabama quarterback Bryce Young among the final four for the 2021 Heisman Trophy, the SEC could produce its 15th Heisman winner and become the first conference in 80 years to turn out three cons… [+9620 chars]",usa,Alabama quarterback Bryce Young could become the conference's 15th Heisman Trophy winner on Saturday night.,2021-12-07T14:00:00Z,AL.com,SEC Football by the Numbers: 14 Heisman Trophy winners - al.com,https://www.al.com/sports/2021/12/sec-football-by-the-numbers-14-heisman-trophy-winners.html,https://www.al.com/resizer/71bVF7mo0kkjkI8JYLqf7D3_-mA=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/LW7GTCQK3JDZTONKB62F4PNW64.jpg
Marcus Freeman,sports,"Dear Notre Dame,
Its funny how life works out.
I visited this university for the first time when I was about 16 or 17 years old and was recruited to play here. I had a choice to make, and in the en… [+9377 chars]",usa,"A message to Notre Dame football fans, from your new head coach Marcus Freeman.",2021-12-07T13:47:51Z,The Players' Tribune,Dear Notre Dame by Marcus Freeman | The Players’ Tribune - The Players' Tribune,https://www.theplayerstribune.com/posts/marcus-freeman-notre-dame-college-football,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1778,h_1000,x_0,y_0/c_fill,w_720,ar_16:9,f_auto,q_auto,g_auto/shape/cover/sport/marcus-freeman-new-Social-Card-1-e0abe2512d369271069c7757a081e093.jpg"
,sports,"Only now has it occurred to me that the Patriots and Buccaneers -- more specifically, Bill Belichick and Tom Brady -- are destined to meet atop the Power Rankings, and eventually in Super Bowl LVI.
… [+445 chars]",usa,Dan Hanzus updates the 2021 NFL season hierarchy with his Week 14 Power Rankings. Are the Dolphins rolling toward a playoff berth? Can the Vikings or Raiders right the ship?,2021-12-07T13:45:00Z,NFL News,"NFL Power Rankings, Week 14: Dolphins trending up; Vikings, Raiders sinking - NFL.com",https://www.nfl.com/news/nfl-power-rankings-week-14-2021-nfl-season,https://static.www.nfl.com/image/private/t_editorial_landscape_12_desktop/league/dyxxolniqcdwydbonns2
Chris  Hummer,sports,"Ohio State has exited the Eli Ricks transfer sweepstakes, multiple sources tell 247Sports.
The Buckeyes had been considered the leader for Ricks, per sources, but have decided to go another directio… [+3541 chars]",usa,"Ohio State has exited the Eli Ricks transfer sweepstakes, multiple sources tell 247Sports.",2021-12-07T13:40:42Z,247Sports,Sources: Ohio State is no longer pursing LSU transfer Eli Ricks - 247Sports,https://247sports.com/Article/Eli-Ricks-transfer-portal-Ohio-State-no-longer-pursuing-Alabama-Georgia-USC--177615415/,"https://s3media.247sports.com/Uploads/Assets/19/738/10738019.jpg?fit=bounds&crop=1200:630,offset-y0.50&width=1200&height=630"
Jed Meshew,sports,"Earlier this year, after he lost a split decision in his boxing match against Jake Paul, Tyron Woodley was given a choice. He could get the I love Jake Paul tattoo he had agreed to in a pre-fight bet… [+5352 chars]",usa,"Earlier this year, after he lost a split decision in his boxing match against Jake Paul, Tyron Woodley was given a choice. He could get the “I love Jake Paul” tattoo he had agreed to in a pre-fight...",2021-12-07T13:00:00Z,MMA Fighting,Morning Report: Daniel Cormier admits Tyron Woodley getting the ‘I love Jake Paul’ tattoo worked: ‘It’s anoth… - MMA Fighting,https://www.mmafighting.com/2021/12/7/22821182/daniel-cormier-admits-tyron-woodley-getting-the-i-love-jake-paul-tattoo-worked-its-another-chance,https://cdn.vox-cdn.com/thumbor/s6fUbqSWHqWQoAU7SfLQjoJPMtM=/0x37:1920x1042/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/3715820/203_Daniel_Cormier.0.jpg
